Survey Year,UNITID,OPE ID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2017,224891,00356800,Frank Phillips College,TX,12,,3,NJCAA,210,256,466,2,Basketball,12,13,,,12,13,2518,30216,2236,29072,59288,,,,,,141244,145236,286480,,,,141244,145236,286480,141244,145236,286480,,,,141244,145236,286480
2017,220215,00349200,Freed-Hardeman University,TN,9,,2,NAIA,536,714,1250,2,Basketball,17,14,,,17,14,2493,42375,2501,35019,77394,,,,,,367810,390277,758087,,,,367810,390277,758087,367810,390277,758087,,,,367810,390277,758087
2017,218070,00343400,Furman,SC,2,,1,NCAA,1087,1568,2655,2,Basketball,16,14,,,16,14,27649,442376,13855,193966,636342,,,,,,2763225,1834638,4597863,,,,2763225,1834638,4597863,2301306,1703395,4004701,,,,2301306,1703395,4004701
2017,101240,00101700,Gadsden State Community College,AL,12,,3,NJCAA,1095,1332,2427,2,Basketball,11,14,,,11,14,1735,19082,1529,21408,40490,,,,,,96385,102127,198512,,,,96385,102127,198512,96385,102127,198512,,,,96385,102127,198512
2017,101295,00787100,George C Wallace State Community College-Hanceville,AL,12,,3,NJCAA,1033,1448,2481,2,Basketball,18,15,,,18,15,896,16134,1085,16272,32406,,,,,,196584,139899,336483,,,,196584,139899,336483,196584,139899,336483,,,,196584,139899,336483
2017,101301,00569900,George C Wallace State Community College-Selma,AL,12,,3,NJCAA,373,444,817,2,Basketball,15,15,,,15,15,3167,47502,3093,46400,93902,,,,,,93610,88502,182112,,,,93610,88502,182112,93610,88502,182112,,,,93610,88502,182112
2017,156745,00196400,Georgetown College,KY,9,,2,NAIA,451,525,976,2,Basketball,16,25,,,16,25,3012,48199,1594,39838,88037,,,,,,748940,534836,1283776,,,,748940,534836,1283776,748940,534836,1283776,,,,748940,534836,1283776
2017,139861,00160200,Georgia College & State University,GA,5,,1,NCAA,2013,3398,5411,2,Basketball,15,16,,,15,16,849,12732,1195,19114,31846,,,,,,310900,309000,619900,,,,310900,309000,619900,310898,308973,619871,,,,310898,308973,619871
2017,139700,00950700,Georgia Highlands College,GA,12,,3,NJCAA,1152,1620,2772,2,Basketball,12,13,,,12,13,1601,19212,1732,22516,41728,,,,,,184777,275901,460678,,,,184777,275901,460678,206198,291954,498152,,,,206198,291954,498152
2017,139755,00156900,Georgia Institute of Technology-Main Campus,GA,1,,1,NCAA,8510,5343,13853,2,Basketball,16,14,,,16,14,101203,1619251,65575,918055,2537306,,,,,,7696021,483280,8179301,,,,7696021,483280,8179301,8627469,4177120,12804589,,,,8627469,4177120,12804589
2017,139931,00157200,Georgia Southern University,GA,1,,1,NCAA,7763,7919,15682,2,Basketball,19,14,,,19,14,26150,496856,19219,269071,765927,,,,,,1671994,1069672,2741666,,,,1671994,1069672,2741666,1671994,1069672,2741666,,,,1671994,1069672,2741666
2017,139764,00157300,Georgia Southwestern State University,GA,5,,1,NCAA,668,1091,1759,2,Basketball,13,16,,,13,16,3796,49343,3129,50067,99410,,,,,,243484,257000,500484,,,,243484,257000,500484,243484,257000,500484,,,,243484,257000,500484
2017,139940,00157400,Georgia State University,GA,1,,1,NCAA,7989,11742,19731,2,Basketball,16,20,,,16,20,29059,464945,16513,330255,795200,,,,,,2555552,1658328,4213880,,,,2555552,1658328,4213880,2555552,1658328,4213880,,,,2555552,1658328,4213880
2017,139968,00157500,Gordon State College,GA,12,,3,NJCAA,868,1727,2595,2,Basketball,15,,,,15,0,1789,26842,0,0,26842,,,,,,103501,,103501,,,,103501,0,103501,94987,,94987,,,,94987,0,94987
2017,159009,00200600,Grambling State University,LA,2,,1,NCAA,1559,2169,3728,2,Basketball,13,15,,,13,15,17799,231387,12580,188704,420091,,,,,,829657,714688,1544345,,,,829657,714688,1544345,829657,714688,1544345,,,,829657,714688,1544345
2017,134343,00149000,Gulf Coast State College,FL,12,,3,NJCAA,733,1026,1759,2,Basketball,10,11,,,10,11,8343,83432,12698,139673,223105,,,,,,443311,451934,895245,,,,443311,451934,895245,443311,451934,895245,,,,443311,451934,895245
2017,177542,00908900,Hannibal-LaGrange University,MO,9,,2,NAIA,288,417,705,2,Basketball,14,12,,,14,12,1925,26944,1735,20821,47765,,,,,,255171,196856,452027,,,,255171,196856,452027,255171,196856,452027,,,,255171,196856,452027
2017,225247,00357100,Hardin-Simmons University,TX,6,,1,NCAA,756,828,1584,2,Basketball,15,17,,,15,17,4261,63908,3844,65351,129259,,,,,,211126,214512,425638,,,,211126,214512,425638,212639,216394,429033,,,,212639,216394,429033
2017,107044,00109700,Harding University,AR,4,,1,NCAA,1749,2195,3944,2,Basketball,16,14,,,16,14,5836,93380,7386,103402,196782,,,,,,502406,466441,968847,,,,502406,466441,968847,502406,466441,968847,,,,502406,466441,968847
2017,177551,00246600,Harris-Stowe State University,MO,9,,2,NAIA,419,742,1161,2,Basketball,16,12,,,16,12,1563,25006,2086,25037,50043,,,,,,100103,87624,187727,,,,100103,87624,187727,100103,87624,187727,,,,100103,87624,187727
2017,107071,00109800,Henderson State University,AR,4,,1,NCAA,1120,1445,2565,2,Basketball,15,15,,,15,15,4813,72197,4282,64228,136425,,,,,,411603,366551,778154,,,,411603,366551,778154,411603,366551,778154,,,,411603,366551,778154
2017,107080,00109900,Hendrix College,AR,6,,1,NCAA,584,644,1228,2,Basketball,17,14,,,17,14,3520,59839,4478,62693,122532,,,,,,139726,132953,272679,,,,139726,132953,272679,139726,132953,272679,,,,139726,132953,272679
2017,225371,00357300,Hill College,TX,12,,3,NJCAA,619,842,1461,2,Basketball,13,13,,,13,13,1059,13764,1599,20781,34545,,,,,,164409,157080,321489,,,,164409,157080,321489,164409,156405,320814,,,,164409,156405,320814
2017,134495,00787000,Hillsborough Community College,FL,12,,3,NJCAA,5262,5286,10548,2,Basketball,13,12,,,13,12,500,6500,1202,14425,20925,,,,,,141490,133001,274491,,,,141490,133001,274491,141490,133351,274841,,,,141490,133351,274841
2017,175786,00240700,Hinds Community College,MS,12,,3,NJCAA,2980,4139,7119,2,Basketball,14,14,,,14,14,1539,21548,1639,22940,44488,,,,,,121681,148566,270247,,,,121681,148566,270247,121681,148566,270247,,,,121681,148566,270247
2017,175810,00240800,Holmes Community College,MS,12,,3,NJCAA,1379,2324,3703,2,Basketball,14,14,,,14,14,2530,35414,2163,30279,65693,,,,,,267478,217851,485329,,,,267478,217851,485329,267478,217851,485329,,,,267478,217851,485329
2017,225399,00357600,Houston Baptist University,TX,2,,1,NCAA,776,1321,2097,2,Basketball,17,17,,,17,17,24921,423658,9618,163502,587160,,,,,,1291054,976516,2267570,,,,1291054,976516,2267570,1291054,976516,2267570,,,,1291054,976516,2267570
2017,225520,00357400,Howard College,TX,12,,3,NJCAA,412,748,1160,2,Basketball,14,15,,,14,15,3916,54826,2898,43467,98293,,,,,,319508,310873,630381,,,,319508,310873,630381,319508,310873,630381,,,,319508,310873,630381
2017,225548,00357500,Howard Payne University,TX,6,,1,NCAA,440,391,831,2,Basketball,25,18,,,25,18,3541,88523,5075,91352,179875,,,,,,200625,193189,393814,,,,200625,193189,393814,190798,187882,378680,,,,190798,187882,378680
2017,101435,00101900,Huntingdon College,AL,6,,1,NCAA,463,415,878,2,Basketball,31,24,,,31,24,3054,94674,3060,73440,168114,,,,,,284744,216660,501404,,,,284744,216660,501404,284744,216660,501404,,,,284744,216660,501404
2017,225575,00357700,Huston-Tillotson University,TX,9,,2,NAIA,394,609,1003,2,Basketball,19,16,,,19,16,2858,54295,4574,73183,127478,,,,,,140627,134052,274679,,,,140627,134052,274679,140627,134052,274679,,,,140627,134052,274679
2017,134608,00149300,Indian River State College,FL,12,,3,NJCAA,2325,2548,4873,2,Basketball,14,15,,,14,15,2950,41298,2217,33258,74556,,,,,,420783,242303,663086,,,,420783,242303,663086,245229,242303,487532,,,,245229,242303,487532
2017,175829,00240900,Itawamba Community College,MS,13,,3,NJCAA,1436,1975,3411,2,Basketball,14,16,,,14,16,1749,24490,1498,23964,48454,,,,,,256389,184382,440771,,,,256389,184382,440771,256389,184382,440771,,,,256389,184382,440771
2017,220400,00493700,Jackson State Community College,TN,12,,3,NJCAA,873,1353,2226,2,Basketball,10,13,,,10,13,3173,31730,2400,31203,62933,,,,,,113546,180459,294005,,,,113546,180459,294005,113546,180459,294005,,,,113546,180459,294005
2017,175856,00241000,Jackson State University,MS,2,,1,NCAA,2180,3751,5931,2,Basketball,18,16,,,18,16,6959,125263,7727,123624,248887,,,,,,577680,542935,1120615,,,,577680,542935,1120615,577680,542935,1120615,,,,577680,542935,1120615
2017,225876,00357900,Jacksonville College-Main Campus,TX,12,,3,NJCAA,118,128,246,2,Basketball,14,11,,,14,11,2247,31459,2909,31995,63454,,,,,,286180,267177,553357,,,,286180,267177,553357,286180,267177,553357,,,,286180,267177,553357
2017,101480,00102000,Jacksonville State University,AL,2,,1,NCAA,2318,3100,5418,2,Basketball,16,16,,,16,16,20850,333593,10457,167314,500907,,,,,,1558308,1044161,2602469,,,,1558308,1044161,2602469,1558308,1044161,2602469,,,,1558308,1044161,2602469
2017,134945,00149500,Jacksonville University,FL,2,,1,NCAA,985,1189,2174,2,Basketball,15,14,,,15,14,21816,327241,12304,172252,499493,,,,,,1904265,1518620,3422885,,,,1904265,1518620,3422885,1904265,1518620,3422885,,,,1904265,1518620,3422885
2017,225885,00363700,Jarvis Christian College,TX,9,,2,NAIA,386,449,835,2,Basketball,21,16,,,21,16,2169,45544,2085,33359,78903,,,,,,261586,172502,434088,,,,261586,172502,434088,261586,172502,434088,,,,261586,172502,434088
2017,177676,00246800,Jefferson College,MO,12,,3,NJCAA,824,1155,1979,2,Basketball,,11,,,0,11,0,0,2270,24969,24969,,,,,,,111132,111132,,,,0,111132,111132,,111132,111132,,,,0,111132,111132
2017,107141,00110000,John Brown University,AR,9,,2,NAIA,608,880,1488,2,Basketball,15,14,,,15,14,3898,58470,4217,59039,117509,,,,,,583682,591357,1175039,,,,583682,591357,1175039,582271,589247,1171518,,,,582271,589247,1171518
2017,220473,00349500,Johnson University,TN,16,,4,NCCAA,354,336,690,2,Basketball,18,9,,,18,9,1639,29508,2424,21817,51325,,,,,,50777,38213,88990,,,,50777,38213,88990,48645,37630,86275,,,,48645,37630,86275
2017,132879,00349503,Johnson University Florida,FL,16,,4,NCCAA,98,68,166,2,Basketball,18,,,,18,0,1850,33300,0,0,33300,,,,,,55890,,55890,,,,55890,0,55890,54893,,54893,,,,54893,0,54893
2017,175883,00241100,Jones County Junior College,MS,12,,3,NJCAA,1448,1943,3391,2,Basketball,14,13,,,14,13,1121,15695,4479,58228,73923,,,,,,270690,323481,594171,,,,270690,323481,594171,270690,323481,594171,,,,270690,323481,594171
2017,135081,02151900,Keiser University-Ft Lauderdale,FL,10,,2,NAIA,3301,6885,10186,2,Basketball,20,16,,,20,16,5177,103545,4223,67573,171118,,,,,,539732,435700,975432,,,,539732,435700,975432,534732,435700,970432,,,,534732,435700,970432
2017,486840,00157700,Kennesaw State University,GA,2,,1,NCAA,12763,11834,24597,2,Basketball,15,13,,,15,13,22020,330305,13630,177193,507498,,,,,,1371745,1010283,2382028,,,,1371745,1010283,2382028,1371745,1010283,2382028,,,,1371745,1010283,2382028
2017,157100,00196500,Kentucky Christian University,KY,4,,1,NCAA,267,172,439,2,Basketball,18,15,,,18,15,2532,45573,2948,44227,89800,,,,,,61626,61035,122661,,,,61626,61035,122661,61626,61035,122661,,,,61626,61035,122661
2017,157058,00196800,Kentucky State University,KY,4,,1,NCAA,500,620,1120,2,Basketball,15,16,,,15,16,4446,66688,8256,132096,198784,,,,,,389479,493766,883245,,,,389479,493766,883245,389479,493766,883245,,,,389479,493766,883245
2017,157076,00196900,Kentucky Wesleyan College,KY,4,,1,NCAA,351,322,673,2,Basketball,15,14,,,15,14,7117,106758,4754,66557,173315,,,,,,592900,504187,1097087,,,,592900,504187,1097087,592900,504187,1097087,,,,592900,504187,1097087
2017,226019,00358000,Kilgore College,TX,12,,3,NJCAA,1130,1341,2471,2,Basketball,12,13,,,12,13,3719,44626,2367,30773,75399,,,,,,352318,338508,690826,,,,352318,338508,690826,282430,245940,528370,,,,282430,245940,528370
2017,220516,00349600,King University,TN,5,,1,NCAA,624,983,1607,2,Basketball,36,17,,,36,17,1111,39997,1773,30142,70139,,,,,,564993,503698,1068691,,,,564993,503698,1068691,564993,503698,1068691,,,,564993,503698,1068691
2017,140234,00157800,LaGrange College,GA,6,,1,NCAA,439,447,886,2,Basketball,26,15,,,26,15,2451,63727,2596,38943,102670,,,,,,233491,174712,408203,,,,233491,174712,408203,233491,174712,408203,,,,233491,174712,408203
2017,226116,02348500,Lamar State College-Port Arthur,TX,12,,3,NJCAA,283,458,741,2,Basketball,13,,,,13,0,5650,73446,0,0,73446,,,,,,266931,,266931,,,,266931,0,266931,266931,,266931,,,,266931,0,266931
2017,226091,00358100,Lamar University,TX,2,,1,NCAA,2647,3310,5957,2,Basketball,12,15,,,12,15,22887,274645,14500,217503,492148,,,,,,1433580,1244932,2678512,,,,1433580,1244932,2678512,1417212,1244932,2662144,,,,1417212,1244932,2662144
2017,218229,00343500,Lander University,SC,5,,1,NCAA,824,1759,2583,2,Basketball,17,14,,,17,14,3123,53094,4809,67331,120425,,,,,,755084,751913,1506997,,,,755084,751913,1506997,714951,716552,1431503,,,,714951,716552,1431503
2017,220598,00349900,Lane College,TN,4,,1,NCAA,735,635,1370,2,Basketball,12,14,,,12,14,6899,82787,5177,72473,155260,,,,,,305387,251165,556552,,,,305387,251165,556552,305387,251165,556552,,,,305387,251165,556552
2017,101569,00105900,Lawson State Community College-Birmingham Campus,AL,12,,3,NJCAA,773,952,1725,2,Basketball,17,17,,,17,17,2316,39367,2048,34809,74176,,,,,,268236,230620,498856,,,,268236,230620,498856,268236,230620,498856,,,,268236,230620,498856
2017,220604,00350100,Le Moyne-Owen College,TN,5,,1,NCAA,255,515,770,2,Basketball,16,17,,,16,17,3259,52151,2943,50029,102180,,,,,,305437,256058,561495,,,,305437,256058,561495,305437,256058,561495,,,,305437,256058,561495
2017,226204,00358300,Lee College,TX,12,,3,NJCAA,758,578,1336,2,Basketball,14,,,,14,0,4948,69278,0,0,69278,,,,,,413648,,413648,,,,413648,0,413648,413648,,413648,,,,413648,0,413648
2017,220613,00350000,Lee University,TN,5,,1,NCAA,1389,2459,3848,2,Basketball,16,15,,,16,15,5621,89932,9050,135753,225685,,,,,,576701,619345,1196046,,,,576701,619345,1196046,576701,619345,1196046,,,,576701,619345,1196046
2017,226231,00358400,LeTourneau University,TX,7,,1,NCAA,837,431,1268,2,Basketball,18,20,,,18,20,2148,38659,2134,42687,81346,,,,,,186724,158013,344737,,,,186724,158013,344737,158511,143762,302273,,,,158511,143762,302273
2017,140252,02074800,Life University,GA,9,,2,NAIA,299,325,624,2,Basketball,15,13,,,15,13,6517,97752,4846,62995,160747,,,,,,615459,351548,967007,,,,615459,351548,967007,615459,351548,967007,,,,615459,351548,967007
2017,218238,00343600,Limestone College,SC,4,,1,NCAA,935,1006,1941,2,Basketball,30,17,,,30,17,1747,52415,2848,48422,100837,,,,,,487464,446907,934371,,,,487464,446907,934371,487464,446907,934371,,,,487464,446907,934371
2017,220631,00350200,Lincoln Memorial University,TN,5,,1,NCAA,457,883,1340,2,Basketball,18,18,,,18,18,7122,128191,5060,91071,219262,,,,,,985919,596823,1582742,,,,985919,596823,1582742,985919,596823,1582742,,,,985919,596823,1582742
2017,177940,00247900,Lincoln University,MO,4,,1,NCAA,790,984,1774,2,Basketball,14,14,,,14,14,3832,53649,2981,41728,95377,,,,,,355373,330831,686204,,,,355373,330831,686204,355373,325768,681141,,,,355373,325768,681141
2017,177968,00248000,Lindenwood University,MO,4,,1,NCAA,2893,3299,6192,2,Basketball,75,75,,,75,75,2291,171832,2211,165815,337647,,,,,,925097,856809,1781906,,,,925097,856809,1781906,925097,856809,1781906,,,,925097,856809,1781906
2017,157216,00197200,Lindsey Wilson College,KY,9,,2,NAIA,756,1144,1900,2,Basketball,37,30,,,37,30,1833,67809,2231,66939,134748,,,,,,590659,430876,1021535,,,,590659,430876,1021535,590659,430876,1021535,,,,590659,430876,1021535
2017,219976,00348600,Lipscomb University,TN,3,,1,NCAA,1074,1648,2722,2,Basketball,15,15,,,15,15,20674,310104,15973,239594,549698,,,,,,1776627,1426489,3203116,,,,1776627,1426489,3203116,1776627,1426489,3203116,,,,1776627,1426489,3203116
2017,159568,00200700,Louisiana College,LA,6,,1,NCAA,474,388,862,2,Basketball,20,19,,,20,19,4039,80770,3541,67286,148056,,,,,,200877,135725,336602,,,,200877,135725,336602,200877,135725,336602,,,,200877,135725,336602
2017,159391,00201000,Louisiana State University and Agricultural & Mechanical College,LA,1,,1,NCAA,10492,11457,21949,2,Basketball,15,13,,,15,13,90495,1357432,81253,1056295,2413727,,,,,,8911799,291507,9203306,,,,8911799,291507,9203306,8618878,4513182,13132060,,,,8618878,4513182,13132060
2017,159382,00201100,Louisiana State University-Alexandria,LA,9,,2,NAIA,649,1137,1786,2,Basketball,29,20,,,29,20,2475,71783,2008,40163,111946,,,,,,273400,172040,445440,,,,273400,172040,445440,273400,172040,445440,,,,273400,172040,445440
2017,159407,00201200,Louisiana State University-Eunice,LA,13,,3,NJCAA,435,989,1424,2,Basketball,,15,,,0,15,0,0,3342,50137,50137,,,,,,,196961,196961,,,,0,196961,196961,,196961,196961,,,,0,196961,196961
2017,159416,00201300,Louisiana State University-Shreveport,LA,9,,2,NAIA,681,955,1636,2,Basketball,13,16,,,13,16,4134,53741,2755,44075,97816,,,,,,194141,181769,375910,,,,194141,181769,375910,194141,181769,375910,,,,194141,181769,375910
2017,159647,00200800,Louisiana Tech University,LA,1,,1,NCAA,4191,3373,7564,2,Basketball,14,14,,,14,14,33367,467141,23868,334156,801297,,,,,,2453633,1868689,4322322,,,,2453633,1868689,4322322,2378057,1808056,4186113,,,,2378057,1808056,4186113
2017,159656,00201600,Loyola University New Orleans,LA,9,,2,NAIA,905,1509,2414,2,Basketball,17,15,,,17,15,4344,73853,6371,95559,169412,,,,,,662488,689575,1352063,,,,662488,689575,1352063,658869,680666,1339535,,,,658869,680666,1339535
2017,226383,00358600,Lubbock Christian University,TX,5,,1,NCAA,543,732,1275,2,Basketball,17,23,,,17,23,5731,97427,5955,136955,234382,,,,,,610724,688740,1299464,,,,610724,688740,1299464,585262,657651,1242913,,,,585262,657651,1242913
2017,101602,00898800,Lurleen B Wallace Community College,AL,12,,3,NJCAA,395,556,951,2,Basketball,18,13,,,18,13,806,14515,1030,13384,27899,,,,,,143472,143744,287216,,,,143472,143744,287216,143472,143744,287216,,,,143472,143744,287216
2017,132657,00150500,Lynn University,FL,5,,1,NCAA,921,905,1826,2,Basketball,14,14,,,14,14,4197,58753,5224,73142,131895,,,,,,708856,683960,1392816,,,,708856,683960,1392816,708856,683960,1392816,,,,708856,683960,1392816
2017,106342,00108800,Lyon College,AR,9,,2,NAIA,362,290,652,2,Basketball,18,18,,,18,18,2245,40409,1748,31459,71868,,,,,,607898,589190,1197088,,,,607898,589190,1197088,607898,589190,1197088,,,,607898,589190,1197088
2017,101648,00102600,Marion Military Institute,AL,12,,3,NJCAA,342,100,442,2,Basketball,15,,,,15,0,1416,21239,0,0,21239,,,,,,314903,,314903,,,,314903,0,314903,314803,,314803,,,,314803,0,314803
2017,220701,00350400,Martin Methodist College,TN,9,,2,NAIA,316,494,810,2,Basketball,16,13,,,16,13,4341,69463,5882,76471,145934,,,,,,361130,347129,708259,,,,361130,347129,708259,460668,437131,897799,,,,460668,437131,897799
2017,220710,00350500,Maryville College,TN,6,,1,NCAA,528,615,1143,2,Basketball,22,16,,,22,16,2757,60650,3299,52784,113434,,,,,,179113,142349,321462,,,,179113,142349,321462,169908,139470,309378,,,,169908,139470,309378
2017,178059,00248200,Maryville University of Saint Louis,MO,5,,1,NCAA,914,1461,2375,2,Basketball,13,13,,,13,13,4281,55651,4450,57850,113501,,,,,,737550,532393,1269943,,,,737550,532393,1269943,717441,531806,1249247,,,,717441,531806,1249247
2017,226578,00359000,McLennan Community College,TX,12,,3,NJCAA,1266,2161,3427,2,Basketball,16,15,,,16,15,1219,19500,1300,19500,39000,,,,,,240973,148732,389705,,,,240973,148732,389705,240973,148732,389705,,,,240973,148732,389705
2017,226587,00359100,McMurry University,TX,6,,1,NCAA,490,462,952,2,Basketball,17,17,,,17,17,3564,60591,4078,69334,129925,,,,,,177442,175967,353409,,,,177442,175967,353409,176014,175852,351866,,,,176014,175852,351866
2017,159717,00201700,McNeese State University,LA,2,,1,NCAA,2230,3183,5413,2,Basketball,16,17,,,16,17,12986,207783,8842,150317,358100,,,,,,1050592,774183,1824775,,,,1050592,774183,1824775,1056231,745661,1801892,,,,1056231,745661,1801892
2017,140447,00158000,Mercer University,GA,2,,1,NCAA,1645,2471,4116,2,Basketball,17,13,,,17,13,13939,236971,19618,255032,492003,,,,,,1865476,1524522,3389998,,,,1865476,1524522,3389998,1865476,1524522,3389998,,,,1865476,1524522,3389998
2017,175935,00241300,Meridian Community College,MS,13,,3,NJCAA,773,1645,2418,2,Basketball,15,15,,,15,15,1690,25353,2701,40513,65866,,,,,,202160,234327,436487,,,,202160,234327,436487,201163,233329,434492,,,,201163,233329,434492
2017,177995,00248400,Metropolitan Community College-Kansas City,MO,8,NJCAA Division I and II,8,other,3077,3560,6637,2,Basketball,13,14,,,13,14,3960,51477,3641,50969,102446,,,,,,149740,161259,310999,,,,149740,161259,310999,153427,140677,294104,,,,153427,140677,294104
2017,135717,00150600,Miami Dade College,FL,12,,3,NJCAA,9982,13016,22998,2,Basketball,15,15,,,15,15,5526,82894,6201,93010,175904,,,,,,403347,385481,788828,,,,403347,385481,788828,403347,385481,788828,,,,403347,385481,788828
